"Date","Last","Open","High","Low","Vol.","Change %"
"17/02/2025","38,300.0","38,250.0","38,500.0","38,100.0","6090000","0.13%"
"14/02/2025","38,250.0","39,300.0","39,300.0","38,250.0","8010000","-1.42%"
"13/02/2025","38,800.0","38,500.0","38,800.0","38,400.0","4740000","0.39%"
"12/02/2025","38,650.0","38,500.0","38,850.0","38,300.0","8550000","0.39%"
"11/02/2025","38,500.0","38,400.0","38,700.0","38,150.0","5510000","0.13%"
"10/02/2025","38,450.0","37,400.0","38,850.0","37,200.0","21130000","2.67%"
"07/02/2025","37,450.0","37,350.0","38,100.0","37,200.0","11950000","0.27%"
"06/02/2025","37,350.0","37,500.0","37,850.0","37,300.0","8270000","0.27%"
"05/02/2025","37,250.0","37,450.0","37,500.0","37,000.0","5280000","-0.13%"
"04/02/2025","37,300.0","36,700.0","37,800.0","36,650.0","12650000","2.05%"
"03/02/2025","36,550.0","36,800.0","36,900.0","36,300.0","9000000","-1.22%"
"24/01/2025","37,000.0","37,300.0","37,350.0","36,900.0","4820000","0.00%"
"23/01/2025","37,000.0","36,650.0","37,550.0","36,450.0","10160000","1.79%"
"22/01/2025","36,350.0","36,200.0","36,650.0","36,150.0","7600000","0.83%"
"21/01/2025","36,050.0","36,450.0","36,450.0","35,900.0","5400000","0.28%"
"20/01/2025","35,950.0","35,850.0","36,350.0","35,750.0","6360000","0.56%"
"17/01/2025","35,750.0","35,400.0","35,800.0","35,150.0","5720000","0.85%"
"16/01/2025","35,450.0","35,400.0","35,800.0","35,050.0","9550000","1.00%"
"15/01/2025","35,100.0","35,400.0","35,450.0","35,100.0","6980000","-0.85%"
"14/01/2025","35,400.0","35,300.0","35,400.0","34,900.0","4410000","0.28%"
"13/01/2025","35,300.0","35,000.0","35,350.0","34,700.0","8380000","0.28%"
"10/01/2025","35,200.0","36,400.0","36,550.0","35,200.0","15560000","-3.30%"
"09/01/2025","36,400.0","36,800.0","36,900.0","36,400.0","5590000","-0.82%"
"08/01/2025","36,700.0","36,700.0","36,900.0","36,500.0","6070000","-0.54%"
"07/01/2025","36,900.0","36,450.0","37,050.0","36,350.0","7380000","1.79%"
"06/01/2025","36,250.0","36,100.0","36,600.0","36,050.0","9580000","0.42%"
"03/01/2025","36,100.0","36,950.0","36,950.0","36,100.0","8640000","-2.43%"
"02/01/2025","37,000.0","36,950.0","37,200.0","36,600.0","5960000","0.27%"
"31/12/2024","36,900.0","37,550.0","37,550.0","36,900.0","9390000","-2.51%"
"30/12/2024","37,850.0","37,350.0","37,850.0","36,800.0","10630000","1.20%"
"27/12/2024","37,400.0","37,200.0","37,400.0","36,900.0","11150000","0.81%"
"26/12/2024","37,100.0","36,450.0","37,400.0","36,350.0","16440000","2.34%"
"25/12/2024","36,250.0","34,800.0","36,500.0","34,750.0","24380000","4.47%"
"24/12/2024","34,700.0","34,550.0","34,750.0","34,350.0","6480000","0.58%"
"23/12/2024","34,500.0","34,150.0","35,000.0","34,100.0","10900000","1.92%"
"20/12/2024","33,850.0","33,750.0","33,950.0","33,500.0","7580000","-0.15%"
"19/12/2024","33,900.0","33,800.0","34,000.0","33,550.0","8680000","-0.88%"
"18/12/2024","34,200.0","34,100.0","34,200.0","33,850.0","4850000","0.29%"
"17/12/2024","34,100.0","34,100.0","34,200.0","33,850.0","3700000","0.00%"
"16/12/2024","34,100.0","34,000.0","34,100.0","33,850.0","4500000","0.29%"
"13/12/2024","34,000.0","33,800.0","34,200.0","33,550.0","7640000","0.59%"
"12/12/2024","33,800.0","33,650.0","34,100.0","33,650.0","4830000","0.45%"
"11/12/2024","33,650.0","33,800.0","33,900.0","33,500.0","5180000","0.45%"
"10/12/2024","33,500.0","34,050.0","34,200.0","33,500.0","5670000","-1.47%"
"09/12/2024","34,000.0","33,700.0","34,100.0","33,600.0","5820000","0.59%"
"06/12/2024","33,800.0","33,900.0","33,950.0","33,600.0","5020000","-0.44%"
"05/12/2024","33,950.0","32,350.0","34,000.0","32,250.0","13200000","4.78%"
"04/12/2024","32,400.0","32,550.0","32,600.0","32,150.0","5780000","-0.61%"
"03/12/2024","32,600.0","33,150.0","33,150.0","32,600.0","8720000","-1.51%"
"02/12/2024","33,100.0","33,400.0","33,400.0","32,850.0","5220000","-0.60%"
"29/11/2024","33,300.0","33,050.0","33,300.0","32,800.0","6630000","0.45%"
"28/11/2024","33,150.0","33,200.0","33,600.0","32,950.0","8500000","-0.15%"
"27/11/2024","33,200.0","33,100.0","33,300.0","32,800.0","5200000","0.00%"
"26/11/2024","33,200.0","33,000.0","33,350.0","32,950.0","6130000","1.07%"
"25/11/2024","32,850.0","32,700.0","33,150.0","32,650.0","5080000","0.61%"
"22/11/2024","32,650.0","33,000.0","33,150.0","32,600.0","5610000","-1.21%"
"21/11/2024","33,050.0","32,400.0","33,050.0","32,250.0","8030000","2.01%"
"20/11/2024","32,400.0","31,700.0","32,750.0","31,300.0","8580000","1.41%"
"19/11/2024","31,950.0","32,600.0","32,600.0","31,750.0","7270000","-1.99%"
"18/11/2024","32,600.0","32,550.0","32,700.0","31,900.0","10150000","0.62%"
"15/11/2024","32,400.0","32,400.0","32,850.0","32,200.0","12220000","-0.31%"
"14/11/2024","32,500.0","33,550.0","33,550.0","32,500.0","9000000","-2.69%"
"13/11/2024","33,400.0","33,500.0","33,500.0","32,400.0","15010000","-0.45%"
"12/11/2024","33,550.0","33,800.0","33,900.0","33,250.0","14610000","-0.74%"
"11/11/2024","33,800.0","35,400.0","35,550.0","33,400.0","32890000","-4.79%"
"08/11/2024","35,500.0","35,850.0","36,000.0","35,000.0","9410000","-0.28%"
"07/11/2024","35,600.0","35,600.0","35,800.0","35,400.0","8230000","0.28%"
"06/11/2024","35,500.0","35,000.0","35,500.0","34,800.0","6930000","1.87%"
"05/11/2024","34,850.0","34,850.0","35,300.0","34,850.0","6850000","-0.14%"
"04/11/2024","34,900.0","35,000.0","35,350.0","34,650.0","11340000","-0.29%"
"01/11/2024","35,000.0","35,000.0","35,250.0","34,950.0","9110000","-0.57%"
"31/10/2024","35,200.0","34,800.0","35,700.0","34,600.0","17760000","1.15%"
"30/10/2024","34,800.0","34,200.0","35,200.0","33,950.0","17100000","2.20%"
"29/10/2024","34,050.0","33,850.0","34,300.0","33,800.0","10110000","0.89%"
"28/10/2024","33,750.0","33,300.0","34,100.0","33,300.0","11420000","0.90%"
"25/10/2024","33,450.0","33,650.0","34,000.0","33,300.0","19670000","0.15%"
"24/10/2024","33,400.0","35,800.0","35,800.0","33,400.0","32160000","-6.70%"
"23/10/2024","35,800.0","35,100.0","35,800.0","34,650.0","12100000","2.29%"
"22/10/2024","35,000.0","35,250.0","35,900.0","34,900.0","17680000","-0.71%"
"21/10/2024","35,250.0","35,650.0","36,100.0","35,250.0","13540000","-0.84%"
"18/10/2024","35,550.0","35,100.0","36,450.0","34,700.0","32870000","2.75%"
"17/10/2024","34,600.0","33,700.0","34,600.0","33,250.0","27210000","2.98%"
"16/10/2024","33,600.0","33,650.0","33,750.0","33,150.0","18410000","-0.30%"
"15/10/2024","33,700.0","33,950.0","34,200.0","33,600.0","12430000","-0.59%"
"14/10/2024","33,900.0","34,100.0","34,200.0","33,600.0","12930000","0.30%"
"11/10/2024","33,800.0","33,650.0","33,800.0","33,400.0","7700000","0.60%"
"10/10/2024","33,600.0","34,500.0","34,800.0","33,600.0","20750000","-1.61%"
"09/10/2024","34,150.0","33,700.0","34,300.0","33,600.0","17690000","1.34%"
"08/10/2024","33,700.0","33,850.0","34,200.0","33,550.0","13910000","-0.30%"
"07/10/2024","33,800.0","33,400.0","34,150.0","33,350.0","14760000","2.11%"
"04/10/2024","33,100.0","33,700.0","33,800.0","33,100.0","14350000","-1.93%"
"03/10/2024","33,750.0","33,550.0","34,200.0","33,550.0","19070000","0.60%"
"02/10/2024","33,550.0","33,500.0","33,900.0","33,400.0","11380000","0.15%"
"01/10/2024","33,500.0","33,400.0","34,400.0","33,400.0","16260000","0.45%"
"30/09/2024","33,350.0","33,550.0","33,650.0","33,200.0","12430000","-0.74%"
"27/09/2024","33,600.0","32,900.0","33,650.0","32,800.0","22050000","2.60%"
"26/09/2024","32,750.0","32,800.0","33,200.0","32,600.0","25840000","0.15%"
"25/09/2024","32,700.0","32,000.0","32,700.0","31,850.0","28610000","2.67%"
"24/09/2024","31,850.0","30,850.0","32,050.0","30,800.0","24840000","3.41%"
"23/09/2024","30,800.0","30,900.0","31,300.0","30,800.0","6040000","-0.16%"
"20/09/2024","30,850.0","30,700.0","31,300.0","30,600.0","23260000","1.15%"
"19/09/2024","30,500.0","30,350.0","30,600.0","30,300.0","7190000","0.83%"
"18/09/2024","30,250.0","29,850.0","30,600.0","29,800.0","14760000","1.34%"
"17/09/2024","29,850.0","29,650.0","29,850.0","29,450.0","5760000","1.02%"
"16/09/2024","29,550.0","29,800.0","29,900.0","29,550.0","4880000","-0.84%"
"13/09/2024","29,800.0","29,700.0","29,950.0","29,550.0","6160000","0.34%"
"12/09/2024","29,700.0","29,650.0","29,800.0","29,550.0","5850000","0.34%"
"11/09/2024","29,600.0","29,150.0","29,700.0","29,100.0","6360000","1.37%"
"10/09/2024","29,200.0","29,700.0","29,750.0","29,150.0","7770000","-1.02%"
"09/09/2024","29,500.0","29,650.0","29,750.0","29,500.0","4190000","-1.34%"
"06/09/2024","29,900.0","29,550.0","29,900.0","29,500.0","8550000","1.01%"
"05/09/2024","29,600.0","30,100.0","30,150.0","29,400.0","10460000","-1.66%"
"04/09/2024","30,100.0","30,400.0","30,400.0","29,950.0","9430000","-1.47%"
"30/08/2024","30,550.0","30,550.0","30,650.0","30,350.0","5080000","0.33%"
"29/08/2024","30,450.0","29,650.0","30,900.0","29,650.0","25190000","3.05%"
"28/08/2024","29,550.0","29,700.0","29,850.0","29,550.0","4660000","-0.17%"
"27/08/2024","29,600.0","29,750.0","29,850.0","29,600.0","4250000","-0.50%"
"26/08/2024","29,750.0","30,050.0","30,200.0","29,750.0","7700000","-0.67%"
"23/08/2024","29,950.0","29,900.0","30,000.0","29,650.0","5880000","0.17%"
"22/08/2024","29,900.0","30,000.0","30,050.0","29,800.0","4940000","-0.17%"
"21/08/2024","29,950.0","29,650.0","29,950.0","29,400.0","8880000","1.01%"
"20/08/2024","29,650.0","29,650.0","29,800.0","29,500.0","6410000","0.00%"
"19/08/2024","29,650.0","29,500.0","29,700.0","29,350.0","5990000","1.02%"
"16/08/2024","29,350.0","28,950.0","29,450.0","28,950.0","8290000","1.38%"
"15/08/2024","28,950.0","29,200.0","29,300.0","28,750.0","3730000","-0.86%"
"14/08/2024","29,200.0","29,250.0","29,400.0","29,200.0","5870000","0.17%"
"13/08/2024","29,150.0","29,200.0","29,500.0","29,150.0","7060000","-0.17%"
"12/08/2024","29,200.0","28,850.0","29,350.0","28,600.0","9700000","1.21%"
"09/08/2024","28,850.0","28,650.0","28,950.0","28,200.0","9930000","2.12%"
"08/08/2024","28,250.0","28,050.0","28,600.0","28,000.0","5940000","-0.53%"
"07/08/2024","28,400.0","28,400.0","28,500.0","27,900.0","7960000","0.00%"
"06/08/2024","28,400.0","27,550.0","28,450.0","27,300.0","8950000","4.41%"
"05/08/2024","27,200.0","28,200.0","28,400.0","27,000.0","21030000","-4.23%"
"02/08/2024","28,400.0","28,000.0","28,550.0","27,950.0","10780000","1.25%"
"01/08/2024","28,050.0","29,000.0","29,250.0","28,050.0","12000000","-3.28%"
"31/07/2024","29,000.0","29,000.0","29,250.0","28,850.0","6030000","0.35%"
"30/07/2024","28,900.0","29,050.0","29,150.0","28,800.0","4460000","-0.69%"
"29/07/2024","29,100.0","29,200.0","29,400.0","28,800.0","5950000","0.00%"
"26/07/2024","29,100.0","28,800.0","29,100.0","28,750.0","5370000","1.04%"
"25/07/2024","28,800.0","29,150.0","29,150.0","28,600.0","8570000","-1.37%"
"24/07/2024","29,200.0","29,000.0","29,450.0","28,600.0","12410000","0.69%"
"23/07/2024","29,000.0","30,100.0","30,300.0","29,000.0","11980000","-3.33%"
"22/07/2024","30,000.0","30,300.0","30,600.0","29,900.0","10810000","-0.99%"
"19/07/2024","30,300.0","30,550.0","30,850.0","30,150.0","8140000","-0.98%"
"18/07/2024","30,600.0","30,400.0","30,600.0","29,950.0","10720000","0.66%"
"17/07/2024","30,400.0","30,100.0","31,200.0","29,950.0","25060000","1.67%"
"16/07/2024","29,900.0","29,750.0","30,200.0","29,750.0","7820000","0.50%"
"15/07/2024","29,750.0","29,800.0","29,950.0","29,600.0","3660000","0.00%"
"12/07/2024","29,750.0","30,000.0","30,150.0","29,700.0","8720000","-0.34%"
"11/07/2024","29,850.0","30,000.0","30,150.0","29,850.0","5410000","0.00%"
"10/07/2024","29,850.0","30,350.0","30,450.0","29,850.0","7900000","-1.65%"
"09/07/2024","30,350.0","30,150.0","30,400.0","29,950.0","11040000","0.66%"
"08/07/2024","30,150.0","30,000.0","30,300.0","29,750.0","11710000","0.17%"
"05/07/2024","30,100.0","29,900.0","30,150.0","29,600.0","6500000","0.67%"
"04/07/2024","29,900.0","29,900.0","29,950.0","29,600.0","4390000","0.00%"
"03/07/2024","29,900.0","29,550.0","30,100.0","29,550.0","6480000","1.01%"
"02/07/2024","29,600.0","29,350.0","29,750.0","29,250.0","5430000","1.02%"
"01/07/2024","29,300.0","29,000.0","29,350.0","28,800.0","5210000","1.74%"
"28/06/2024","28,800.0","29,050.0","29,400.0","28,800.0","9180000","-1.37%"
"27/06/2024","29,200.0","29,300.0","29,500.0","29,100.0","6440000","-1.02%"
"26/06/2024","29,500.0","29,400.0","29,650.0","28,950.0","14570000","-0.34%"
"25/06/2024","29,600.0","29,700.0","29,800.0","29,250.0","11200000","0.34%"
"24/06/2024","29,500.0","30,650.0","30,750.0","29,400.0","20290000","-3.75%"
"21/06/2024","30,650.0","30,700.0","31,350.0","30,450.0","11450000","-0.33%"
"20/06/2024","30,750.0","31,100.0","31,100.0","30,000.0","21300000","-0.49%"
"19/06/2024","30,900.0","30,600.0","31,200.0","30,450.0","13610000","1.15%"
"18/06/2024","30,550.0","30,550.0","31,150.0","30,550.0","11580000","0.16%"
