"Date","Last","Open","High","Low","Vol.","Change %"
"07/09/2020","34,936","34,713","35,437","34,380","2560000","0.00%"
"04/09/2020","34,936","35,159","35,325","34,769","2080000","-0.63%"
"03/09/2020","35,159","34,992","35,159","34,380","3130000","0.32%"
"01/09/2020","35,047","34,992","35,047","34,658","2070000","-1.25%"
"31/08/2020","35,492","34,880","35,548","34,880","1710000","1.27%"
"28/08/2020","35,047","34,825","35,826","34,825","2490000","0.16%"
"27/08/2020","34,992","34,769","34,992","34,769","1750000","0.16%"
"26/08/2020","34,936","34,769","35,047","34,324","2700000","-0.16%"
"25/08/2020","34,992","34,602","35,103","34,602","2110000","-0.16%"
"24/08/2020","35,047","35,047","35,047","34,936","1150000","0.00%"
"21/08/2020","35,047","34,769","35,214","34,658","1280000","0.16%"
"20/08/2020","34,992","35,047","35,548","34,769","1880000","-0.63%"
"19/08/2020","35,214","35,103","35,770","35,047","2160000","0.00%"
"18/08/2020","35,214","35,159","35,325","34,936","1450000","0.00%"
"17/08/2020","35,214","35,047","35,214","34,491","1900000","0.32%"
"14/08/2020","35,103","35,659","35,715","34,435","3410000","-1.56%"
"13/08/2020","35,659","35,492","35,993","35,492","2040000","-0.47%"
"12/08/2020","35,826","35,993","36,160","35,437","4260000","-0.46%"
"11/08/2020","35,993","36,049","36,215","35,604","4120000","-0.16%"
"10/08/2020","36,049","36,160","36,271","35,604","4790000","0.31%"
"07/08/2020","35,937","35,770","36,215","35,604","3360000","-0.46%"
"06/08/2020","36,104","35,770","36,382","35,492","4360000","0.15%"
"05/08/2020","36,049","35,715","36,271","35,159","5340000","0.16%"
"04/08/2020","35,993","35,826","36,160","35,325","3270000","0.62%"
"03/08/2020","35,770","35,882","36,215","35,548","1980000","-1.23%"
"31/07/2020","36,215","35,492","36,382","35,492","3280000","1.56%"
"30/07/2020","35,659","35,381","36,104","35,381","2410000","0.95%"
"29/07/2020","35,325","35,325","35,548","35,103","1330000","-0.16%"
"28/07/2020","35,381","34,936","36,160","34,713","3280000","1.27%"
"27/07/2020","34,936","34,880","35,047","34,658","2040000","-0.16%"
"24/07/2020","34,992","35,047","35,159","34,769","1480000","-0.16%"
"23/07/2020","35,047","34,992","35,214","34,658","1850000","0.48%"
"22/07/2020","34,880","34,658","34,936","34,213","1790000","0.64%"
"21/07/2020","34,658","34,324","35,214","34,213","1820000","0.81%"
"20/07/2020","34,380","34,268","34,491","33,935","1250000","-0.16%"
"17/07/2020","34,435","34,547","34,547","34,213","1410000","-0.32%"
"16/07/2020","34,547","34,825","34,825","34,380","1280000","-0.80%"
"15/07/2020","34,825","34,658","35,548","34,658","1040000","0.48%"
"14/07/2020","34,658","34,769","34,992","34,491","912050","-1.11%"
"13/07/2020","35,047","35,325","35,604","34,880","1040000","-0.94%"
"10/07/2020","35,381","35,882","35,882","35,159","1200000","-1.40%"
"09/07/2020","35,882","35,882","35,937","35,548","940850","0.31%"
"08/07/2020","35,770","36,160","36,494","35,548","2640000","-0.31%"
"07/07/2020","35,882","35,937","36,549","35,604","2390000","0.47%"
"06/07/2020","35,715","34,713","35,882","34,713","1320000","2.89%"
"03/07/2020","34,713","34,046","34,825","33,656","2120000","1.96%"
"02/07/2020","34,046","34,046","34,157","33,656","1980000","-0.16%"
"01/07/2020","34,102","33,990","34,769","33,601","1380000","-0.32%"
"30/06/2020","34,213","34,435","35,159","33,712","2460000","-1.12%"
"29/06/2020","34,602","34,713","35,492","33,823","2430000","-0.32%"
"26/06/2020","34,713","32,989","34,992","32,989","1440000","4.87%"
"25/06/2020","33,100","32,266","33,211","31,988","2000000","2.06%"
"24/06/2020","32,433","32,321","32,878","31,988","2090000","0.00%"
"23/06/2020","32,433","32,544","32,822","32,321","1400000","-1.19%"
"22/06/2020","32,822","33,100","33,545","32,266","3660000","-0.51%"
"19/06/2020","32,989","32,822","34,213","32,544","4890000","1.71%"
"18/06/2020","32,433","31,709","32,544","31,598","1440000","2.10%"
"17/06/2020","31,765","30,652","31,932","30,597","2380000","0.88%"
"16/06/2020","31,487","30,764","31,598","30,764","1630000","2.54%"
"15/06/2020","30,708","30,374","30,931","30,041","2760000","0.55%"
"12/06/2020","30,541","30,152","30,764","29,874","3520000","0.73%"
"11/06/2020","30,319","30,319","30,374","30,096","1370000","0.00%"
"10/06/2020","30,319","30,319","30,486","29,762","1930000","0.00%"
"09/06/2020","30,319","30,486","30,875","29,762","2500000","-0.36%"
