"Date","Last","Open","High","Low","Vol.","Change %"
"22/10/2021","115,897","116,311","117,055","115,897","559320","-0.07%"
"21/10/2021","115,980","118,296","118,379","115,980","1300000","-2.03%"
"20/10/2021","118,379","117,138","118,627","115,814","1180000","1.49%"
"19/10/2021","116,641","118,875","118,875","116,559","918000","-1.40%"
"18/10/2021","118,296","116,724","119,206","116,641","760800","1.42%"
"15/10/2021","116,641","117,634","118,627","116,641","1070000","-0.77%"
"14/10/2021","117,551","118,379","119,123","117,138","1710000","-0.70%"
"13/10/2021","118,379","121,605","121,605","118,296","1370000","-1.65%"
"12/10/2021","120,364","122,019","122,846","119,950","810840","-1.02%"
"11/10/2021","121,605","120,364","122,846","118,296","1110000","1.03%"
"08/10/2021","120,364","117,469","120,778","117,386","1210000","2.68%"
"07/10/2021","117,221","118,296","118,296","116,641","657960","-0.35%"
"06/10/2021","117,634","117,882","117,882","116,559","648360","0.71%"
"05/10/2021","116,807","118,048","118,213","116,311","719160","0.00%"
"04/10/2021","116,807","117,386","118,296","115,897","594480","0.86%"
"01/10/2021","115,814","117,469","118,296","115,814","1030000","-1.82%"
"30/09/2021","117,965","116,724","119,454","116,641","905520","1.14%"
"29/09/2021","116,641","114,904","116,641","114,160","676200","3.68%"
"28/09/2021","112,505","111,595","116,393","110,934","1540000","0.74%"
"27/09/2021","111,678","118,048","118,710","111,678","1460000","-5.20%"
"24/09/2021","117,800","119,950","120,364","117,303","1390000","-1.79%"
"23/09/2021","119,950","121,191","122,846","118,296","1120000","-1.36%"
"22/09/2021","121,605","119,950","123,259","118,710","1030000","2.44%"
"21/09/2021","118,710","116,641","119,950","116,641","1590000","0.35%"
"20/09/2021","118,296","120,860","122,846","118,296","1260000","-2.06%"
"17/09/2021","120,778","122,432","123,673","120,364","2870000","-2.54%"
"16/09/2021","123,921","121,605","124,087","120,116","2740000","3.38%"
"15/09/2021","119,868","111,678","119,868","111,678","3360000","6.94%"
"14/09/2021","112,092","109,031","112,257","108,204","3080000","3.75%"
"13/09/2021","108,038","108,369","109,196","107,625","1520000","0.46%"
"10/09/2021","107,542","108,783","109,527","107,542","853560","-0.76%"
"09/09/2021","108,369","105,722","109,362","105,556","1230000","2.34%"
